14854262	NN
00590383	NN
08769179	NN
02338145	NN
01990168	BV
11812094	NN
07491708	NN
02106662	NN
01667449	BV
08838556	NN
01973759	BV
08349548	NN
03848348	NN
10770059	NN
13547513	NN
01036804	BV
07123710	NN
09799607	NN
07528212	NN
03646916	NN
10261041	NN
12906334	NN
13625237	NN
01219893	NN
12046251	NN
09166902	NN
01119950	BV
01479937	NN
01218766	NN
01487743	NN
02426634	NN
08207672	NN
02076535	NN
06743230	NN
05376844	NN
11377851	NN
03731695	NN
04197235	NN
04792357	NN
08168117	NN
04066476	NN
10109662	NN
10738515	NN
11659500	NN
02772868	NN
01545314	BV
12523475	NN
11883137	NN
05779712	NN
08988609	NN
02125223	BV
01534034	NN
09166534	NN
00284409	NN
05064722	NN
01364587	NN
02169497	NN
15203565	NN
10368113	NN
03912664	NN
05998356	NN
05303232	NN
08564307	NN
01455754	BV
06439712	NN
14170772	NN
01591490	NN
01986538	NN
00558963	BV
00853487	NN
09194357	NN
01152033	NN
01310249	BV
14691822	NN
02049299	NN
02432704	NN
07122730	NN
00746479	BV
10135953	NN
10644839	NN
00644839	JJ
04478657	NN
05611302	NN
07425011	NN
08970445	NN
04340750	NN
11157580	NN
09029457	NN
02483564	NN
02639786	NN
11065345	NN
14176895	NN
10286855	NN
09605289	NN
08722844	NN
12573256	NN
12844939	NN
05388805	NN
14705718	NN
12349916	NN
10080337	NN
02077148	BV
00936465	BV
10511069	NN
00560293	NN
01543272	NN
02250653	NN
05545047	NN
00793785	BV
10071557	NN
00952182	BV
04904664	NN
11348812	NN
09700823	NN
03792048	NN
00642379	JJ
05749619	NN
10237069	NN
09392162	NN
12061614	NN
01677989	BV
02977058	NN
09903501	NN
04921900	NN
07426893	NN
10050432	NN
00283090	BV
07150850	NN
09810166	NN
03912328	NN
00589217	NN
12078954	NN
09365288	NN
12027538	NN
03042490	NN
09545000	NN
03421768	NN
06350127	NN
13874384	NN
02729837	NN
14480065	NN
12002651	NN
08569591	NN
02777734	NN
00869583	NN
09476521	NN
08720280	NN
13786960	NN
07569873	NN
01679254	BV
02523351	BV
00135578	BV
09543353	NN
09830194	NN
13231436	NN
06946823	NN
13064247	NN
12317296	NN
08288753	NN
00291004	NN
15266265	NN
02932891	NN
05527085	NN
01421164	NN
12759120	NN
01412759	BV
00550242	NN
00059019	BV
02258065	NN
04059157	NN
14543931	NN
02214972	NN
08539717	NN
07957193	NN
00314469	NN
08780881	NN
01437805	NN
09361816	NN
12662223	NN
08372847	NN
01954516	NN
13742840	NN
01769843	JJ
01128193	BV
05367341	NN
12874429	NN
06311852	NN
08821187	NN
03896233	NN
01454702	NN
02978205	NN
03666362	NN
14367341	NN
08564739	NN
11727976	NN
02454657	NN
14548343	NN
03338009	NN
11643506	NN
08750822	NN
10820163	NN
08304135	NN
10384496	NN
03539875	NN
09292751	NN
01570969	NN
14671587	NN
08728882	NN
11876803	NN
03055670	NN
01064696	BV
08035233	NN
01950502	BV
12627347	NN
07524529	NN
08510456	NN
08214470	NN
09146813	NN
04438742	NN
08401248	NN
02056873	NN
03455488	NN
13829047	NN
03031422	NN
04847991	NN
08778597	NN
10169419	NN
06609785	NN
06224657	NN
08285896	NN
06153186	NN
00925735	BV
03826945	NN
12854600	NN
10455619	NN
02071974	BV
10365984	NN
12560016	NN
12572188	NN
08025835	NN
01566645	NN
01825237	BV
10353016	NN
08311687	NN
02622408	NN
00103834	NN
02683419	JJ
01492357	NN
02221820	NN
02969323	NN
09442838	NN
01121855	NN
02702830	BV
11641963	NN
13486115	NN
05625465	NN
03103128	NN
02973017	NN
11632794	NN
15203229	NN
10676682	NN
00402539	BV
01856553	NN
12957467	NN
03954731	NN
10541229	NN
12669803	NN
02353529	NN
07803895	NN
00591725	NN
10226556	NN
02680754	NN
10661732	NN
12651821	NN
15222012	NN
07362075	NN
02856109	NN
10352299	NN
03069567	NN
02502085	NN
00739662	BV
01750027	NN
07602454	NN
02880008	NN
00944449	JJ
08208560	NN
03747508	NN
00842281	NN
00967993	NN
11178161	NN
07487695	NN
06827219	NN
00947128	NN
00502085	BV
00527367	BV
01157384	NN
07029247	NN
03830111	NN
10261388	NN
07014854	NN
01663443	BV
07994331	NN
01488555	BV
08786855	NN
04092168	NN
00867231	BV
10613505	NN
09572425	NN
02302620	NN
02153959	NN
10131268	NN
01178415	NN
02575723	BV
13468094	NN
04033287	NN
01283185	NN
05403149	NN
13984613	NN
08731953	NN
02527085	BV
11859981	NN
06477371	NN
07165086	NN
01801088	NN
08751317	NN
08000304	NN
08124649	NN
08784905	NN
01726960	NN
06872122	NN
07520612	NN
13465530	NN
13053816	NN
05295381	NN
00521641	BV
02677028	NN
07812913	NN
01906749	NN
12812235	NN
01908287	NN
08548733	NN
12875861	NN
00081725	BV
12107489	NN
10350220	NN
04588739	NN
09044862	NN
02435689	NN
03249342	NN
08278324	NN
01985331	NN
01555809	NN
09748239	NN
07383823	NN
12508309	NN
11612018	NN
02514988	NN
08410688	NN
08729971	NN
09993901	NN
05869584	NN
08834916	NN
01105259	NN
11161412	NN
00328015	NN
10511960	NN
01833906	BV
10067305	NN
02800497	NN
11390364	NN
00803394	NN
09947127	NN
04514738	NN
01710190	BV
14023997	NN
01375204	NN
03331599	NN
13844690	NN
01053221	BV
07828275	NN
07203696	NN
02058074	NN
04601159	NN
08251303	NN
01608086	NN
01633578	NN
04980920	NN
06977434	NN
10613996	NN
06339416	NN
08015321	NN
07931280	NN
14785325	NN
04641153	NN
07349532	NN
09201031	NN
10337488	NN
09747191	NN
01032368	NN
10543795	NN
10218989	NN
09196103	NN
09338453	NN
03474167	NN
05038251	NN
11598100	NN
02463704	BV
06891022	NN
03973170	NN
12250180	NN
07967982	NN
05456945	NN
12908432	NN
12474167	NN
09418484	NN
06743506	NN
10234867	NN
04027367	NN
12655869	NN
02512922	JJ
10060352	NN
00311687	NN
02392282	NN
14424517	NN
10741590	NN
12253229	NN
06663940	NN
01589125	NN
14080622	NN
09393108	NN
11374281	NN
09272468	NN
02189535	NN
06641924	NN
11810559	NN
12792638	NN
01507175	NN
05129565	NN
08946187	NN
00176756	BV
00132601	NN
08057816	NN
10168584	NN
08349916	NN
05658603	NN
02450034	NN
12109827	NN
02055658	NN
02534352	NN
06380879	NN
05864177	NN
06743362	NN
01751389	BV
00604424	NN
02655135	BV
09504135	NN
06820425	NN
00740342	NN
09759311	NN
00846021	NN
08705397	NN
10625285	NN
05650579	NN
00625963	BV
02457586	NN
00390560	BV
02499434	NN
12638556	NN
09956387	NN
12710577	NN
02340930	NN
01456088	BV
02886599	NN
07220773	NN
09609871	NN
02421374	BV
11931918	NN
02495038	BV
00593219	NN
05681117	NN
09267490	NN
13356112	NN
09017005	NN
04695102	NN
00262792	JJ
01407465	JJ
00183505	NN
10438042	NN
01867697	BV
07902336	NN
05136150	NN
06824757	NN
00646332	NN
12822650	NN
00063557	BV
09773245	NN
05560787	NN
11744583	NN
01266491	NN
01744082	BV
01413744	NN
11402463	NN
10569179	NN
07341860	NN
09776261	NN
00100905	BV
07257815	NN
11956208	NN
12059479	NN
12300441	NN
07410207	NN
14976448	NN
03160309	NN
06346681	NN
13329047	NN
12457091	NN
04336645	NN
03314378	NN
01830042	NN
01013367	BV
00060063	BV
02607455	JJ
05554189	NN
06768735	NN
08405490	NN
10550673	NN
02432867	NN
02507863	NN
02291391	NN
03556811	NN
02630052	NN
01385017	NN
04434932	NN
03456665	NN
09062585	NN
09880427	NN
12453186	NN
09753204	NN
04987620	NN
00407458	BV
03471030	NN
01655763	BV
09547353	NN
02804590	JJ
02299269	BV
12629523	NN
01143838	BV
09095751	NN
09860415	NN
05233100	NN
00238022	NN
07988857	NN
12847749	NN
00652622	BV
15239292	NN
10480253	NN
01962223	NN
06893285	NN
04012084	NN
05725269	NN
12618942	NN
05504532	NN
02101108	NN
07518132	NN
06469377	NN
02126022	BV
08983105	NN
09984298	NN
09777353	NN
02317983	NN
08855763	NN
01835769	NN
12936333	NN
01068773	NN
12600417	NN
10661216	NN
09513902	NN
03417345	NN
10867708	NN
02860415	NN
00611481	BV
03340463	NN
02027226	BV
01495192	NN
01053067	NN
02848216	NN
14868564	NN
03812119	NN
13956488	NN
00052374	BV
10757193	NN
00730052	BV
00490722	BV
09126305	NN
10386071	NN
04532106	NN
07668702	NN
07555863	NN
06507941	NN
10974740	NN
04316646	NN
06533039	NN
02962545	NN
00967098	BV
01899360	JJ
01358023	BV
02704153	NN
01207527	BV
05962414	NN
05928513	NN
05403849	NN
05308310	NN
07042735	NN
09443453	NN
00435853	BV
15153472	NN
06928839	NN
03561657	NN
08932568	NN
04280970	NN
13499165	NN
02773838	NN
03724417	NN
00355691	NN
09038990	NN
13454318	NN
03023415	NN
09962414	NN
02130524	BV
01300508	NN
08221348	NN
00892467	BV
02653651	JJ
02525703	NN
14636523	NN
08645212	NN
03058726	NN
03116767	NN
01331518	BV
02724417	BV
06060845	NN
04510456	NN
01363648	BV
12132502	NN
04326084	NN
04294879	NN
00885217	BV
02699141	BV
10698368	NN
07047804	NN
08436562	NN
06416206	NN
08921392	NN
07575076	NN
06856568	NN
07860988	NN
01915811	NN
00043609	NN
09184405	NN
10778345	NN
01822164	NN
08038379	NN
14629149	NN
00300317	BV
12641413	NN
08736517	NN
02664769	BV
02645839	BV
00908351	BV
11567411	NN
08958334	NN
15214840	NN
07011529	NN
00365810	BV
11832480	NN
00762478	BV
08521816	NN
10406072	NN
13395407	NN
10351874	NN
03079230	NN
08558963	NN
01742726	BV
03916470	NN
01964271	NN
04931428	NN
11985739	NN
00135311	NN
00739850	NN
13783038	NN
01613615	NN
08287844	NN
07711569	NN
08688076	NN
07531536	NN
00335384	NN
10616204	NN
13187167	NN
01263018	NN
01378556	BV
13983807	NN
04939324	NN
12097556	NN
05651680	NN
00706243	BV
07769584	NN
02451912	BV
14137561	NN
00462894	BV
11454591	NN
00597265	NN
01703613	BV
12682054	NN
01397114	NN
07323922	NN
09157021	NN
10712690	NN
11263558	NN
04216963	NN
11855122	NN
03169390	NN
03826443	NN
00541178	NN
09354511	NN
09032843	NN
06142118	NN
08753294	NN
00001740	BV
01672950	NN
01450453	NN
11917633	NN
00273445	BV
09215437	NN
01105296	BV
02678438	BV
03318294	NN
09643545	NN
01033903	NN
12406715	NN
12510774	NN
05896733	NN
02873244	NN
01546039	NN
07944050	NN
13998263	NN
11359187	NN
08390374	NN
09229409	NN
08097072	NN
03029603	NN
13120211	NN
10540656	NN
05633672	NN
01970826	BV
13651931	NN
01445027	BV
13971065	NN
02555863	NN
10691764	NN
15167027	NN
04590746	NN
03014440	NN
12349091	NN
04999401	NN
09138538	NN
01653026	NN
01545752	NN
06775812	NN
11269085	NN
02191131	NN
10316862	NN
01015104	BV
09899289	NN
00112674	NN
13123431	NN
07351612	NN
11313911	NN
08737041	NN
09949946	NN
09535622	NN
01205341	NN
07124340	NN
03132438	NN
13555915	NN
01445597	BV
03545961	NN
01846916	BV
02987177	JJ
07122555	NN
08459252	NN
15187619	NN
11649878	NN
02330407	BV
11818636	NN
01589718	NN
00899352	BV
07446599	NN
10733999	NN
02244670	NN
07631672	NN
09928845	NN
02313250	BV
00321731	NN
12249542	NN
03739693	NN
00951601	BV
10059162	NN
01813668	BV
13304186	NN
02410313	NN
02074542	NN
01203074	BV
10547145	NN
06719404	NN
04443257	NN
12494629	NN
00852922	BV
00338817	JJ
10154013	NN
11338796	NN
05500594	NN
13855828	NN
02372326	BV
07525057	NN
02059162	NN
08937995	NN
04186051	NN
05194874	NN
01190364	NN
00205349	NN
04771890	NN
14862753	NN
12322099	NN
10053004	NN
14698000	NN
14646152	NN
02132580	NN
11915658	NN
04842993	NN
10526300	NN
02641379	NN
01112420	NN
09370552	NN
05264247	NN
08083320	NN
02240223	NN
01985757	BV
08937109	NN
10594043	NN
01592084	NN
02378415	NN
10461424	NN
10844031	NN
01045306	NN
03358726	NN
01460785	BV
04831727	NN
08856793	NN
01901289	BV
07744811	NN
03210940	NN
12538603	NN
04027023	NN
10308394	NN
04502851	NN
06827679	NN
02957586	NN
02690373	NN
01428580	NN
11983910	NN
04630689	NN
00589596	NN
06816106	NN
00445802	NN
08986526	NN
09285979	NN
11334003	NN
01556514	NN
04763293	NN
12927921	NN
12487394	NN
11705921	NN
03472232	NN
08679369	NN
08925287	NN
04955160	NN
08555333	NN
00145299	BV
00216038	NN
00303849	NN
00175605	NN
12007766	NN
02068974	NN
03838298	NN
09877951	NN
02717701	BV
08342039	NN
08044676	NN
04248607	NN
01429349	NN
00896526	NN
02142295	NN
07689217	NN
02511303	NN
00527572	BV
00583523	BV
00365995	NN
01666802	NN
02827883	NN
07553964	NN
07489548	NN
07725531	NN
09026780	NN
03464266	NN
03412906	NN
01057200	NN
04908396	NN
12393269	NN
12357485	NN
10233445	NN
12764202	NN
00541035	NN
00307568	BV
10203298	NN
09772930	NN
00673095	BV
10560352	NN
07719213	NN
12013811	NN
04074329	NN
05964445	NN
00683127	BV
01607103	NN
01630903	BV
02064000	NN
06027051	NN
10765189	NN
00092690	BV
00749767	NN
01890792	BV
13879320	NN
11800359	NN
10063461	NN
07202579	NN
12576029	NN
10761693	NN
11529603	NN
12278371	NN
01766407	BV
08108784	NN
10344656	NN
06684383	NN
03555426	NN
10365846	NN
02004227	BV
09973422	NN
01523105	BV
00885925	BV
03822951	NN
15121406	NN
15196186	NN
03842156	NN
01153305	NN
07787429	NN
09995573	NN
06615927	NN
07485475	NN
00004227	BV
10760340	NN
07419960	NN
07140659	NN
01791973	BV
08517449	NN
00474994	BV
10901589	NN
10789118	NN
12073410	NN
04811126	NN
01547832	NN
12508936	NN
04637108	NN
07266178	NN
04250850	NN
09197815	NN
12192373	NN
10562391	NN
13412321	NN
01155090	BV
02663657	NN
07249336	NN
13628761	NN
14055052	NN
05034225	NN
01518047	BV
06571301	NN
11733904	NN
04704346	NN
14025478	NN
00385266	NN
03568117	NN
10652954	NN
02301825	BV
11859024	NN
14171492	NN
07449157	NN
11183955	NN
08718577	NN
05274808	NN
02002591	BV
01682920	NN
04980656	NN
05952979	NN
01436139	BV
09143321	NN
12631224	NN
04847733	NN
10544748	NN
05677952	NN
02364221	NN
10568200	NN
11056654	NN
01599539	BV
03298211	NN
08226838	NN
06795290	NN
00442267	BV
02605139	NN
07366627	NN
01463792	BV
00202284	NN
08924913	NN
02895154	NN
05611062	NN
13786187	NN
06782680	NN
13266170	NN
06536227	NN
00076563	NN
13903738	NN
08804487	NN
00210940	NN
00096513	NN
10583250	NN
10252354	NN
00345926	NN
02404186	NN
11993007	NN
05455690	NN
01379252	NN
00024720	NN
01768402	NN
11432758	NN
06241825	NN
08277805	NN
08565894	NN
01150164	BV
02445276	NN
09889346	NN
01638438	JJ
07715561	NN
00900583	BV
13122985	NN
08573472	NN
04677952	NN
00282840	NN
15078050	NN
14526635	NN
13188096	NN
11946051	NN
11753936	NN
13403331	NN
10592152	NN
05551318	NN
02019431	BV
01328702	NN
08216647	NN
03124700	NN
08282696	NN
00550117	BV
04425656	NN
00273690	NN
04825383	NN
01347431	NN
01320513	BV
07939880	NN
02253456	BV
08585657	NN
02551494	NN
02038993	NN
10156629	NN
05235607	NN
01886334	BV
04362025	NN
07236759	NN
09041371	NN
13043264	NN
09865954	NN
02241008	NN
05772356	NN
14276649	NN
05454070	NN
00518303	NN
05102101	NN
04275661	NN
00185698	BV
00400645	NN
08749864	NN
08143321	NN
02049532	NN
14038993	NN
06828389	NN
10829733	NN
02044659	NN
14452294	NN
02353537	BV
10672662	NN
02688443	NN
12685831	NN
02818832	NN
01106808	NN
09704630	NN
03895293	NN
07492516	NN
05227572	NN
01104852	BV
08904731	NN
01274341	BV
02728440	NN
01479643	NN
14871968	NN
05715864	NN
02089555	NN
02636811	JJ
05512139	NN
02727883	BV
12971157	NN
07487063	NN
01734273	NN
00177578	BV
05054130	NN
09725772	NN
03894379	NN
08818835	NN
03844045	NN
09607630	NN
08801546	NN
02075764	BV
07656077	NN
10247880	NN
05531666	NN
06453849	NN
13171447	NN
02713097	NN
07314658	NN
15282696	NN
04821277	NN
12606797	NN
01475648	NN
05656042	NN
12256112	NN
07646927	NN
00280586	NN
00877327	BV
10275395	NN
05128370	NN
12149521	NN
15291498	NN
00644583	BV
08933084	NN
11786539	NN
01741943	NN
09837824	NN
00930868	NN
01543383	NN
07505047	NN
07648267	NN
05202284	NN
06507041	NN
11623105	NN
00349080	NN
03554460	NN
07828156	NN
10343554	NN
02706478	BV
02524524	NN
11842204	NN
10500942	NN
00395841	BV
05068080	NN
04028472	NN
10177150	NN
09643670	NN
02607630	NN
00548266	BV
02150306	NN
02806907	JJ
08916832	NN
04085017	NN
10779897	NN
07606764	NN
06720371	NN
00190999	BV
12064814	NN
10442815	NN
13477462	NN
03285912	NN
10560637	NN
02250464	NN
09467185	NN
12541403	NN
02647660	NN
05023233	NN
12545232	NN
00430191	JJ
08142972	NN
02097925	BV
00361041	NN
08933437	NN
03560161	NN
01387301	BV
00901799	BV
10325656	NN
10489426	NN
02721948	NN
10840021	NN
08801364	NN
01394464	BV
02480855	NN
00103875	BV
01690703	NN
09289331	NN
00438752	BV
05867413	NN
03497657	NN
00135718	JJ
02921884	NN
10149867	NN
00059728	NN
07335716	NN
08956140	NN
02510240	NN
01086356	NN
02026498	NN
01644050	BV
00451866	NN
00655378	BV
12069488	NN
07424109	NN
07774295	NN
12656229	NN
07709333	NN
02017663	BV
09962966	NN
01799629	BV
01294127	NN
00177186	JJ
01822602	NN
05136343	NN
02041085	NN
01281611	BV
01155354	JJ
08340153	NN
12201166	NN
01648001	NN
04016576	NN
02655355	NN
07729485	NN
01322391	BV
02437825	NN
06469694	NN
06263020	NN
00747640	BV
02127052	NN
01153762	BV
06906971	NN
01653873	BV
06437137	NN
15145782	NN
00024279	BV
14560926	NN
13069535	NN
06723635	NN
08727606	NN
11751598	NN
02004661	NN
01845720	BV
01999048	NN
03784270	NN
00794614	NN
14651212	NN
01809752	NN
01454260	NN
02314658	BV
07926127	NN
00447073	NN
05645597	NN
00945853	BV
02657219	BV
00239230	NN
10236304	NN
01502195	JJ
01612084	BV
08519299	NN
12098227	NN
01802070	BV
04521125	NN
15131123	NN
14652954	NN
05593476	NN
04915866	NN
00756598	NN
13973059	NN
07685730	NN
11404971	NN
00815644	NN
12152532	NN
01522716	BV
13580058	NN
11668117	NN
04261116	NN
00265119	NN
01771417	NN
08851034	NN
05039709	NN
13264794	NN
00661584	BV
13366537	NN
04585456	NN
08187988	NN
09073938	NN
07977592	NN
13718451	NN
14960090	NN
06792526	NN
04560113	NN
06599788	NN
11444816	NN
10327987	NN
00241245	NN
06513366	NN
00848466	NN
11770526	NN
02557790	BV
07584423	NN
05479503	NN
07404798	NN
04735233	NN
10393909	NN
01724470	NN
01993805	BV
08500819	NN
11270772	NN
07676967	NN
02662076	BV
03774673	NN
13151265	NN
00991900	BV
05516366	NN
11660848	NN
04587648	NN
02354781	NN
03197804	NN
15105955	NN
00348103	BV
10691148	NN
08321956	NN
02206619	BV
00787049	BV
09624168	NN
02247511	NN
09883452	NN
06733939	NN
11453016	NN
00593108	NN
14500819	NN
02000954	NN
01710348	NN
07968702	NN
00543233	NN
02435517	NN
07180570	NN
04857738	NN
07344233	NN
07226330	NN
11897466	NN
02879638	JJ
07849336	NN
11512818	NN
04903813	NN
00286605	BV
02337066	BV
08803382	NN
02324717	NN
01864707	NN
06115701	NN
07675627	NN
00270826	BV
02543565	NN
05785067	NN
09238674	NN
08804662	NN
04470953	NN
00127286	NN
04670022	NN
04123740	NN
12584715	NN
00230172	NN
06719974	NN
01307142	BV
08424769	NN
01759926	BV
13458268	NN
08787049	NN
13250680	NN
07327013	NN
06856884	NN
12549420	NN
02557909	NN
00321956	NN
06737394	NN
11604904	NN
09940725	NN
00605349	NN
13977870	NN
05804274	NN
08889521	NN
02391049	NN
10492202	NN
01549420	BV
10607706	NN
00214951	BV
09774167	NN
08604487	NN
09612131	NN
05612809	NN
09163844	NN
08851500	NN
13526110	NN
09532837	NN
08919241	NN
00783523	BV
05814650	NN
00796586	NN
00574341	BV
02589955	NN
00668112	NN
11455901	NN
01083504	NN
06757289	NN
06956896	NN
00664110	NN
07360293	NN
06126761	NN
00611433	NN
15274441	NN
09762821	NN
12882321	NN
09462312	NN
03100026	JJ
01035853	NN
02429475	BV
00665886	BV
08951077	NN
09877587	NN
02460009	NN
03448253	NN
09222051	NN
00943600	NN
05660937	NN
01480715	NN
01546111	BV
00489299	BV
04062807	NN
07852919	NN
02602215	NN
00526412	NN
07421859	NN
04764741	NN
02367678	NN
03353281	NN
14535431	NN
13068434	NN
14997888	NN
01579410	NN
04790774	NN
05706954	NN
00308370	NN
00787832	NN
05893653	NN
08453722	NN
02037464	NN
09943541	NN
10627899	NN
10431514	NN
05654052	NN
01476180	BV
13875185	NN
07180372	NN
01743787	NN
00957176	JJ
10596899	NN
08364959	NN
01937909	NN
11540439	NN
